1331 Grand St,Hoboken,2,2,1100,2900,Yes,3,1.28
402 New York Ave Unit 2,Jersey City,3,2,555,2200,Yes,2,1.73
325 Columbia Ave,Jersey City,2,1,400,1650,No,2,2.75
253 Webster Ave,Jersey City,3,2,522,2000,Yes,2,1.8
60 Paterson St Unit 1,Jersey City,3,2,799,2950,Yes,2,1.67
186 Congress St Unit 2,Jersey City,3,1,444,1675,No,2,1.64
218 Hopkins Ave Unit 2,Jersey City,2,2,545,2150,Yes,2,3.31
269 Griffith St Unit 2,Jersey City,3,2,666,2600,Yes,2,2.22
129-135 Franklin St Unit 4A,Jersey City,1,1,280,1200,No,2,2.52
76 St Pauls Ave Unit 4H,Jersey City,2,2,800,3250,Yes,2,3.38
76 St Pauls Ave Unit 1E,Jersey City,1,1,535,2200,Yes,2,3.38
76 St Pauls Ave Unit 1H,Jersey City,2,1,550,2350,Yes,2,3.38
176 Sherman Ave Apt 101,Jersey City,2,2,1555,550000,Yes,2,1.86
498 Liberty Ave Unit 2,Jersey City,3,2,560,2400,Yes,2,2.63
329 Central Ave,Jersey City,1,1,434,1800,No,2,2.24
121 Lincoln St Unit 2,Jersey City,3,2,565,2500,Yes,2,2.23
135 Beacon Ave Unit 1,Jersey City,3,2,573,2600,Yes,2,3.25
34 Prospect St Apt 6,Jersey City,2,2,612,2900,Yes,2,2.92
262 Hancock Ave Unit 1,Jersey City,3,1,467,2000,Yes,2,1.92
499 Palisade Ave,Jersey City,2,1,383,1725,No,2,1.96
129 South St,Jersey City,3,2,565,2300,Yes,2,1.81
59 Lake St,Jersey City,2,1,298,1600,No,2,NA
136 Oakland Ave Unit 3B,Jersey City,3,2,767,3147,Yes,2,NA
136 Oakland Ave Unit 3U,Jersey City,3,2,714,3124,Yes,2,NA
136 Oakland Ave Unit 6L,Jersey City,2,2,708,2704,Yes,2,NA
136 Oakland Ave Unit 3P,Jersey City,2,2,607,2381,Yes,2,NA
136 Oakland Ave Unit 3D,Jersey City,2,2,600,2340,Yes,2,NA
136 Oakland Ave Unit 3S,Jersey City,2,2,622,2500,Yes,2,NA
364 New York Ave,Jersey City,2,1,612,2300,Yes,2,1.73
1 Congress St Apt C1,Jersey City,1,1,303,1850,No,2,1.64
325 Palisade Ave Apt 2A,Jersey City,1,1,555,2300,Yes,2,1.96
391 Central Ave Apt 2,Jersey City,2,1,282,1750,No,2,2.24
59 Lake St Unit 2,Jersey City,2,1,280,1700,No,2,NA
335 New York Ave Unit 2,Jersey City,3,2,603,2750,No,2,1.73
437 Ogden Ave Apt 2,Jersey City,3,2,598,2650,Yes,2,1.8
206 Zabriskie St Unit 2,Jersey City,3,1,300,1800,No,2,NA
83 Congress St Unit 1,Jersey City,1,1,150,1450,No,2,1.64
253 New York Ave Apt 2L,Jersey City,2,1,178,1450,No,2,1.73
135 Beacon Ave Unit 2,Jersey City,3,2,578,2800,Yes,2,3.25
7 Laidlaw Ave Apt 21,Jersey City,1,1,203,1350,No,2,3.17
546 Palisade Ave,Jersey City,3,1,283,1600,No,1,1.96
958 Summit Ave,Jersey City,0,1,179,1400,No,2,2.33
60 Paterson St,Jersey City,3,2,607,3100,Yes,2,1.67
445 Ogden Ave Apt 2C,Jersey City,2,1,203,1450,No,2,1.8
200 Central Ave Apt C1,Jersey City,2,2,304,2100,No,1,2.24
528 Palisade Ave,Jersey City,2,1,1000,4590,Yes,1,1.96
4115 Park Ave,Union City,2,2,1000,2200,No,3,4.91
115 42nd St,Union City,2,2,900,2150,No,3,6.67
115 42nd St,Union City,2,2,900,2150,No,3,6.67
809 22nd St Apt 904,Union City,2,2,914,2250,Yes,3,5.66
4115 Park Ave,Union City,2,2,1000,2200,No,3,4.91
311 6th St,Union City,2,1,800,1495,Yes,3,3.98
125 43rd St Apt 301,Union City,2,2,965,2350,Yes,3,6.75
612 9th St,Union City,2,2,1400,1895,No,1,4.46
500 Central Ave Apt 1604,Union City,1,1,800,2050,No,3,2.62
4315 Park Ave Apt 7E,Union City,2,2,1009,2275,No,3,5.07
312A 22nd St,Union City,1,1,575,1600,Yes,3,7.5
332 49th St Apt 6,Union City,1,1,500,1800,No,3,7.42
140 36th St,Union City,1,1,1015,1350,No,3,6.19
500 Central Ave Apt 1508,Union City,1,1,926,2250,Yes,3,2.62
332 49th St Apt 3,Union City,1,1,380,1600,No,3,7.42
812 New York Ave Apt 8,Union City,2,1,800,1595,No,3,2.62
3401 Park Ave,Union City,2,1,800,1450,No,1,4.35
500 Central Ave Apt 1604,Union City,1,1,800,2050,Yes,3,2.62
4315 Park Ave Apt 7E,Union City,2,2,1009,2275,No,3,5.07
1208 Summit Ave,Union City,3,1,825,1350,No,1,3.3
501 30th St Apt 2B,Union City,2,1,1100,1900,No,2,6.06
501 30th St Apt 2B,Union City,2,1,1100,1900,No,2,6.06
524 4th St Apt 11,Union City,3,1,1350,1800,Yes,2,3.98
711 Sip St Unit 303,Union City,2,2,1325,2400,No,1,6.22
605 New York Ave Apt 304,Union City,2,2,1275,2175,No,2,2.46
135 38th St Apt 403,Union City,2,2,1485,349000,No,2,6.35
3312 Hudson Ave Apt 11M,Union City,1,1,925,2200,No,2,4.42
620 38th St Apt 304,Union City,2,2,1400,2200,Yes,2,6.78
4315 Park Ave Ph 8,Union City,3,2,1879,3950,No,2,5.07
612 3rd St Unit 1,Union City,2,1,775,1600,No,2,3.98
4407 Palisade Ave Unit 1,Union City,3,2,1650,2600,Yes,2,5.39
620 38th St Apt 703,Union City,2,2,1495,2195,No,2,6.78
2201 Palisade Ave Apt 1,Union City,1,1,885,1650,No,2,3.63
539 38th St Apt 508,Union City,2,2,1348,2550,Yes,2,6.7
3811 Palisade Ave Apt 4,Union City,3,1,1650,1800,No,2,4.91
3125 Central Ave Apt 1,Union City,1,1,625,1250,No,2,4.7
530 47th St,Union City,2,1,975,1700,No,2,7.42
3125 Central Ave,Union City,1,1,655,1250,Yes,1,4.7
530 47th St Apt 2,Union City,2,1,975,1700,Yes,1,7.42
3811 Palisade Ave Apt 1,Union City,3,1,1469,2000,No,2,4.91
1801 Manhattan Ave Apt 3,Union City,1,1,847,1395,No,2,3.15
521 28th St Unit 2,Union City,1,1,775,1150,Yes,2,5.9
809 22nd St Apt 1503,Union City,2,2,1650,2300,No,2,5.66
3312 Hudson Ave Apt 7K,Union City,2,2,1376,379000,No,2,4.42
3312 Hudson Ave Apt 3K,Union City,2,2,1370,2700,No,2,4.42
605 New York Ave Apt 701,Union City,2,2,1425,2400,Yes,2,2.46
528 47th St Unit 4A,Union City,2,2,1247,2550,No,2,7.42
380 Mountain Rd Apt 1910,Union City,1,1,635,2050,Yes,2,NA
528 47th St Unit 3E,Union City,1,1,600,1900,No,2,7.42
528 47th St Unit 3E,Union City,1,1,600,1900,No,2,7.42
380 Mountain Rd Apt 210,Union City,1,1,789,2150,No,2,NA
528 47th St Unit 4B,Union City,1,1,535,1800,No,2,7.42
125 43rd St Apt 302,Union City,2,2,1025,2400,No,2,6.75
605 New York Ave Apt 404,Union City,2,2,1135,2000,No,2,2.46
411 44th St Unit 2,Union City,2,1,775,1500,No,2,7.1
125 43rd St Apt 1002,Union City,2,2,1360,2600,Yes,2,6.75
3121 Central Ave Unit 3B,Union City,2,2,1284,2800,No,2,4.7
375 Mountain Rd Unit 11,Union City,2,1,875,1650,No,2,NA
315 7th St,Union City,2,2,1135,2150,Yes,3,4.06
1906 New York Ave Unit 3,Union City,4,1,1300,2200,Yes,2,3.5
1616 Palisade Ave Apt 2,Union City,2,1,985,1800,No,2,3.15
711-715 Sip St Unit 203,Union City,2,2,1065,2000,Yes,2,NA
4521 Cottage Pl,Union City,1,1,586,1395,No,1,NA
541 37th St Apt 12,Union City,1,1,600,1200,No,2,6.62
716 23rd St Unit 3,Union City,3,2,1465,2300,No,2,5.66
711-715 Sip St Unit 403,Union City,3,3,1440,2800,No,2,NA
711-715 Sip St,Union City,2,2,845,2200,No,2,NA
3312 Hudson Ave,Union City,3,2,1780,4000,No,1,4.42
220 48th St Apt 4A,Union City,2,1.5,980,1950,No,2,7.25
4709 Park Ave Unit 3,Union City,2,2,1200,2350,No,2,5.39
620 38th St,Union City,2,2,1063,2200,No,1,6.78
3807 Kennedy Blvd,Union City,2,1,875,1900,Yes,2,NA
4801 Palisade Ave,Union City,2,2,1157,2300,No,1,5.71
3306 Hudson Ave Unit 2A,Union City,1,1,630,1500,No,2,4.42
3611 Park Ave,Union City,2,2,1275,2500,No,1,4.51
711-715 Sip St,Union City,2,2,925,2600,No,2,NA
810 11th St Unit 2,Union City,3,1,1200,1750,No,2,4.78
120 32nd St Apt 2F,Union City,2,1,900,172000,No,1,5.87
4508 Hudson Ave Fl Ground,Union City,3,2,1428,2000,Yes,1,5.38
127 20th St,Union City,3,1,1753,6180,No,1,4.91
312 24th St,Union City,5,1,2250,8460,No,1,5.42
115 20th St,Union City,0,1,1550,6770,No,1,4.91
531 Lincoln St,Union City,3,1,1230,2600,Yes,1,7.15
325-327 Mountain Rd Unit Rear,Union City,1,1,825,1900,Yes,1,NA
1300 Avenue at Prt,Weehawken,3,1,706,2848,Yes,1,3.3
1600 Harbor Blvd,Weehawken,3,1,510,2849,Yes,1,2.4
1700 Park Ave,Weehawken,1,1,N/A,2850,Yes,1,2.3
1600 Harbor Blvd,Weehawken,3,1,510,2187,Yes,1,2.4
1300 Avenue at Prt,Weehawken,3,1,706,2188,Yes,1,3.3
1500 Avenue at Prt,Weehawken,3,1,624,2189,Yes,1,3.3
600 Harbor Blvd,Weehawken,1,1,574,2190,Yes,1,2.4
1700 Park Ave,Weehawken,1,1,N/A,2850,Yes,1,2.3
1 Pershing Rd,Weehawken,1,1,N/A,2545,Yes,1,4.9
1100 Harbor Blvd,Weehawken,1,1,N/A,2489,Yes,1,2.4
1000 Ave,Weehawken,2,2,1214,3995,No,1,NA
14 W 19th St Apt 1,Weehawken,2,2,1200,2750,No,3,NA
845 Boulevard E Apt 5D,Weehawken,2,1,800,2150,No,3,3.8
1500 Avenue at Prt,Weehawken,3,1,624,2543,Yes,1,3.3
1300 Avenue at Prt,Weehawken,3,1,706,2544,Yes,1,3.3
1 Pershing Rd,Weehawken,1,1,N/A,2545,Yes,1,4.9
600 Harbor Blvd,Weehawken,1,1,574,2190,Yes,1,2.4
14 W 19th St Apt 1,Weehawken,2,2,1200,2750,No,3,NA
845 Boulevard E Apt 5D,Weehawken,2,1,800,2150,No,3,3.8
1700 Park Ave,Weehawken,1,1,N/A,2850,Yes,1,2.3
1100 Harbor Blvd,Weehawken,1,1,N/A,2489,Yes,1,2.4
845 Boulevard E Apt 5D,Weehawken,2,1,800,2150,No,3,3.8
1700 Park Ave,Weehawken,1,1,N/A,2850,Yes,1,2.3
1 Pershing Rd,Weehawken,1,1,N/A,2545,Yes,1,4.9
14 Pershing Rd,Weehawken,2,2,1200,3565,Yes,1,4.9
14 Pershing Rd,Weehawken,1,1,800,2530,No,1,4.9
1625 Avenue at Prt,Weehawken,3,2,N/A,4925,Yes,1,3.3
1410 Port Imperial Blvd,Weehawken,2,2,N/A,3365,Yes,1,3.3
30 Pershing Rd,Weehawken,3,2,1400,4925,Yes,1,4.9
1567 Avenue at Prt,Weehawken,2,2,1200,3870,Yes,1,3.3
20 Pershing Rd,Weehawken,2,2,1200,3525,Yes,1,4.9
25 Harbor Blvd,Weehawken,3,3,N/A,4788,Yes,1,2.4
25 Harbor Blvd,Weehawken,2,2,1214,3495,Yes,1,2.4
1 Pershing Rd,Weehawken,1,1,800,2590,No,1,4.9
30 Pershing Rd,Weehawken,3,2,N/A,4775,No,1,4.9
1750 Harbor Blvd,Weehawken,3,2,N/A,4660,Yes,1,2.4
1610 Harbor Blvd,Weehawken,3,2,N/A,4750,No,1,2.4
1060 Harbor Blvd,Weehawken,2,2,1275,3450,Yes,1,2.4
1308 Avenue at Prt,Weehawken,3,2,N/A,4875,No,1,3.3
1600 Harbor Blvd,Weehawken,2,2,1214,3425,Yes,1,2.4
1550 Harbor Blvd,Weehawken,3,2,N/A,4875,Yes,1,2.4
1600 Harbor Blvd,Weehawken,1,1,706,2556,No,1,2.4
1200 Harbor Blvd,Weehawken,2,2,N/A,3610,Yes,1,2.4
1320 Harbor Blvd,Weehawken,2,2,1200,3425,Yes,1,2.4
1510 Harbor Blvd,Weehawken,3,2,N/A,4925,No,1,2.4
1310 Harbor Blvd,Weehawken,2,2,N/A,3425,Yes,1,2.4
20 Carlyle Ct,Weehawken,3,2,N/A,5150,Yes,1,NA
1000 Harbor Blvd,Weehawken,1,1,706,2519,No,1,2.4
1100 Avenue at Prt,Weehawken,1,1,N/A,2641,No,1,3.3
1000 Harbor Blvd,Weehawken,2,2,1275,3450,No,1,2.4
1005 Harbor Blvd,Weehawken,2,2,1200,3450,No,1,2.4
440 Regency Pl,Weehawken,3,2,1400,4850,Yes,1,NA
1 Ferry Blvd,Weehawken,1,1,N/A,2675,No,1,NA
900 Avenue at Prt,Weehawken,3,2,1400,4875,No,1,3.3
1350 Harbor Blvd,Weehawken,1,1,N/A,2550,Yes,1,2.4
1450 Harbor Blvd,Weehawken,1,1,706,2550,No,1,2.4
7 Pershing Rd,Weehawken,2,2,N/A,3425,Yes,1,4.9
1300 Harbor Blvd,Weehawken,2,2,1150,3615,No,1,2.4
4800 Avenue at Prt,Weehawken,3,2,1214,4675,Yes,1,3.3
5 Carlyle Ct,Weehawken,1,1,800,2641,Yes,1,NA
900 Avenue at Prt,Weehawken,2,2,1200,3450,Yes,1,3.3
1400 Harbor Blvd,Weehawken,3,2,N/A,4955,Yes,1,2.4
1200 Avenue at Prt,Weehawken,2,2,1200,3450,Yes,1,3.3
1000 Harbor Blvd,Weehawken,3,2,N/A,4995,Yes,1,2.4
60 Pershing Rd,Weehawken,3,2,N/A,4875,Yes,1,4.9
600 Harbor Blvd Unit 1029,Weehawken,3,3,N/A,890000,Yes,1,2.4
600 Harbor Blvd Unit 1071,Weehawken,3,3,N/A,875000,No,1,2.4
67-69 King Ave Unit 1ST,Weehawken,3,2,1275,3475,No,2,3.3
67-69 King Ave Unit 2ND,Weehawken,2,1,706,2675,Yes,2,3.3
883 Boulevard E Apt 5D,Weehawken,1,1,624,1900,No,2,3.8
600 Harbor Blvd Unit 1029,Weehawken,3,3,N/A,890000,No,2,2.4
62 King Ave Unit 2,Weehawken,4,3,1214,4950,Yes,2,3.3
25 Fulton St,Weehawken,6,2.5,1400,5800,No,2,4.2
67-69 King Ave Unit 1ST,Weehawken,3,2,1150,3475,Yes,2,3.3
67-69 King Ave Unit 2ND,Weehawken,2,1,706,2675,Yes,2,3.3
105 Maple St Unit 2,Weehawken,2,1,N/A,2050,No,2,3.5
600 Harbor Blvd Unit 1071,Weehawken,3,3,N/A,875000,No,2,2.4
105 Maple St Unit 2,Weehawken,2,1,800,2050,Yes,2,3.5
564 Gregory Ave Apt A7,Weehawken,3,3,N/A,1199000,No,2,2.6
518-536 Gregory Ave Unit A222,Weehawken,2,3,1150,3700,No,2,2.6
67-69 King Ave Unit Ground,Weehawken,1,1,624,1975,No,2,3.3
67-69 King Ave Unit Ground,Weehawken,1,1,624,1975,No,2,3.3
564 Gregory Ave Apt A7,Weehawken,3,3,N/A,1199000,No,2,2.6
203-207 Hackensack Plank Rd Unit 2C,Weehawken,2,2,1200,2450,Yes,2,2.2
965 East Blvd Unit 3-2,Weehawken,1,1,N/A,1950,No,2,NA
17 51st St,Weehawken,1,1,574,1475,Yes,1,5.2
17 51st St Apt 34,Weehawken,1,1,574,1475,No,2,5.2
1000 Avenue at Prt,Weehawken,3,3,N/A,8450,Yes,1,3.3
1000 Avenue at Prt,Weehawken,1,1,N/A,9500,Yes,1,3.3
14 Regency Pl,Weehawken,3,2,1214,4850,Yes,1,NA
50 Regency Pl,Weehawken,1,1,706,2560,Yes,1,NA
12 Regency Pl,Weehawken,2,2,1275,3425,Yes,1,NA
4 Regency Pl,Weehawken,3,2,N/A,4675,Yes,1,NA
30 Regency Pl,Weehawken,3,4,N/A,2750000,No,1,NA
40 Regency Pl,Weehawken,3,2,1400,4675,No,1,NA
84 Regency Pl,Weehawken,2,2,900,3385,No,1,NA
1900 Park Ave,Weehawken,3,2,N/A,4675,Yes,1,2.3
5 Carlyle Ct,Weehawken,1,1,800,2641,Yes,1,NA
5 Carlyle Ct,Weehawken,1,1,800,2641,Yes,1,NA
25 Henley Pl,Weehawken,3,2,N/A,4675,Yes,1,NA
2200 Harbor Blvd,Weehawken,1,1,574,2540,Yes,1,2.4
200 Harbor Blvd,Weehawken,1,1,1150,3420,Yes,1,2.4
1 Pershing Rd,Weehawken,0,1,574,2105,No,1,4.9
1200 Avenue at Imperial Prt Unit 605,Weehawken,1,1,1214,3950,Yes,2,3.3
14 w 19th st,Weehawken,2,2,706,2750,No,3,NA
1000 Avenue,Weehawken,2,3,N/A,3370,Yes,1,3.3
350 Harbor Blvd,Weehawken,3,2,1275,3450,No,1,2.4
1430 Port Imperial Blvd,Weehawken,2,2,900,3365,No,1,3.3
1800 Harbor Blvd,Weehawken,3,2,1400,4660,Yes,1,2.4
1125 Harbor Blvd,Weehawken,1,1,800,2595,Yes,1,2.4
45 Harbor Blvd,Weehawken,1,1,800,2513,No,1,2.4
1800 Harbor Blvd,Weehawken,2,2,1200,3710,No,1,2.4
600 harbor blvd,Weehawken,3,2,624,2005,No,1,2.4
600 harbor blvd,Weehawken,3,2,624,2005,No,1,2.4
600 harbor blvd,Weehawken,3,2,624,2005,No,1,2.4
500 Harbor Blvd,Weehawken,1,1,N/A,2550,Yes,1,2.4
1575 Harbor Blvd,Weehawken,2,2,1275,3365,Yes,1,2.4
1800 Harbor Blvd,Weehawken,1,1,706,2595,Yes,1,2.4
1752 Harbor Blvd,Weehawken,2,2,1214,3710,Yes,1,2.4
1117 Harbor Blvd,Weehawken,3,2,1275,4595,Yes,1,2.4
1800 Harbor Blvd,Weehawken,3,2,1275,4595,Yes,1,2.4
1666 Harbor Blvd,Weehawken,3,2,N/A,4660,Yes,1,2.4
45 Harbor Blvd,Weehawken,2,2,1200,3555,Yes,1,2.4
15 Henley Pl,Weehawken,1,1,N/A,2550,Yes,1,NA
1312 Harbor Blvd,Weehawken,1,1,N/A,2550,Yes,1,2.4
1 Pershing Road,Weehawken,3,2,574,2360,Yes,1,4.9
1 Pershing Road,Weehawken,3,2,574,2360,Yes,1,4.9
14 Pershing Rd,Weehawken,3,2,1214,4925,No,1,4.9
14 Pershing Rd,Weehawken,3,2,N/A,4775,No,1,4.9
20 Pershing Rd,Weehawken,2,2,1150,3870,Yes,1,4.9
1625 Avenue at Prt,Weehawken,3,2,1400,4775,No,1,3.3
1800 Harbor Blvd,Weehawken,1,1,N/A,2513,No,1,2.4
30 Pershing Rd,Weehawken,2,2,1200,3475,Yes,1,4.9
20 Pershing Rd,Weehawken,1,1,N/A,2530,No,1,4.9
20 Pershing Rd,Weehawken,3,2,1400,4850,Yes,1,4.9
30 Pershing Rd,Weehawken,2,2,1275,3365,No,1,4.9
30 Pershing Rd,Weehawken,3,2,N/A,4850,Yes,1,4.9
1410 Port Imperial Blvd,Weehawken,2,2,1275,3525,No,1,3.3
1410 Port Imperial Blvd,Weehawken,2,2,1150,3870,Yes,1,3.3
30 Pershing Rd,Weehawken,1,1,800,2530,No,1,4.9
30 Pershing Rd,Weehawken,1,1,706,2530,Yes,1,4.9
1625 Avenue at Prt,Weehawken,2,2,1150,3870,Yes,1,3.3
14 Pershing Rd,Weehawken,2,2,1150,3870,Yes,1,4.9
1625 Avenue at Prt,Weehawken,1,1,800,2530,Yes,1,3.3
1625 Avenue at Prt,Weehawken,2,2,1150,3365,Yes,1,3.3
1410 Port Imperial Blvd,Weehawken,2,2,N/A,3565,Yes,1,3.3
20 Pershing Rd,Weehawken,2,2,1150,3525,No,1,4.9
1410 Port Imperial Blvd,Weehawken,2,2,1150,3475,No,1,3.3
1625 Avenue at Prt,Weehawken,2,2,1214,3475,Yes,1,3.3
1625 Avenue at Prt,Weehawken,3,2,1214,4850,Yes,1,3.3
1625 Avenue at Prt,Weehawken,2,2,1150,3525,No,1,3.3
30 Pershing Rd,Weehawken,2,2,1214,3565,No,1,4.9
1410 Port Imperial Blvd,Weehawken,3,2,N/A,4925,Yes,1,3.3
1625 Avenue at Prt,Weehawken,2,2,1200,3565,No,1,3.3
14 Pershing Rd,Weehawken,3,2,N/A,4850,Yes,1,4.9
1660 Harbor Blvd,Weehawken,1,1,706,2519,No,1,2.4
986 Harbor Blvd,Weehawken,3,2,900,4925,Yes,1,2.4
1240 Harbor Blvd,Weehawken,1,1,800,2520,No,1,2.4
1080 Harbor Blvd,Weehawken,3,2,N/A,4750,Yes,1,2.4
1440 Harbor Blvd,Weehawken,1,1,N/A,2486,Yes,1,2.4
20 Carlyle Ct,Weehawken,3,2,N/A,5150,Yes,1,NA
600 Harbor Blvd,Weehawken,2,2,1200,3450,Yes,1,2.4
1300 Harbor Blvd,Weehawken,2,2,1200,3615,Yes,1,2.4
5 Carlyle Ct,Weehawken,1,1,N/A,2641,Yes,1,NA
4800 Avenue at Prt,Weehawken,3,2,1275,4675,Yes,1,3.3
980 Harbor Blvd,Weehawken,1,1,N/A,2641,No,1,2.4
50 Carlyle Ct,Weehawken,3,2,1400,4895,Yes,1,NA
660 Harbor Blvd,Weehawken,3,2,1214,4875,Yes,1,2.4
1000 Harbor Blvd,Weehawken,3,2,1400,4995,Yes,1,2.4
25 Harbor Blvd,Weehawken,1,1,706,2535,Yes,1,2.4
1 Pershing Rd,Weehawken,2,2,1150,3035,Yes,1,4.9
1200 Avenue at Imperial Prt Unit 605,Weehawken,1,1,1150,3950,Yes,2,3.3
1 Pershing Rd,Weehawken,3,2,N/A,4855,Yes,1,4.9
1115 Harbor Blvd,Weehawken,1,1,800,2595,No,1,2.4
1900 Avenue at Prt,Weehawken,3,2,N/A,4675,No,1,3.3
9 Pershing Rd,Weehawken,2,2,1275,3425,No,1,4.9
1000 Avenue at Prt,Weehawken,3,3,N/A,7000,Yes,1,3.3
18 Pershing Rd,Weehawken,3,2,1214,4850,Yes,1,4.9
18 Pershing Rd,Weehawken,2,2,1275,3365,Yes,1,4.9
18 Pershing Rd,Weehawken,2,2,N/A,3525,No,1,4.9
18 Pershing Rd,Weehawken,1,1,706,2530,No,1,4.9
18 Pershing Rd,Weehawken,2,2,N/A,3870,Yes,1,4.9
18 Pershing Rd,Weehawken,3,2,900,4925,Yes,1,4.9
18 Pershing Rd,Weehawken,2,2,N/A,3565,Yes,1,4.9
18 Pershing Rd,Weehawken,3,2,1214,4775,Yes,1,4.9
18 Pershing Rd,Weehawken,2,2,1275,3475,Yes,1,4.9
1420 Avenue at Prt,Weehawken,1,1,N/A,2641,Yes,1,3.3
1500 Harbor Blvd,Weehawken,3,2,N/A,5150,Yes,1,2.4
1200 Harbor Blvd,Weehawken,3,2,1400,4950,Yes,1,2.4
6 Carlyle Ct,Weehawken,1,1,N/A,2550,Yes,1,NA
1430 Harbor Blvd,Weehawken,1,1,800,2641,No,1,2.4
10 Carlyle Ct,Weehawken,3,2,N/A,4895,No,1,NA
30 Carlyle Ct,Weehawken,3,2,1275,4875,Yes,1,NA
1565 Avenue at Prt,Weehawken,3,2,N/A,4775,Yes,1,3.3
8 Carlyle Ct,Weehawken,1,1,706,2641,Yes,1,NA
1400 Avenue at Prt,Weehawken,3,2,1214,4895,Yes,1,3.3
1500 Harbor Blvd,Weehawken,2,2,N/A,3550,Yes,1,2.4
1500 Harbor Blvd,Weehawken,1,1,800,2641,Yes,1,2.4
32 Pershing Rd,Weehawken,3,2,1400,4950,No,1,4.9
3 Pershing Rd,Weehawken,2,2,1150,3455,No,1,4.9
70 Carlyle Ct,Weehawken,2,2,1200,3610,Yes,1,NA
1250 Avenue at Prt,Weehawken,2,2,1200,3475,Yes,1,3.3
34 Carlyle Ct,Weehawken,3,2,N/A,4775,Yes,1,NA
50 Pershing Rd,Weehawken,1,1,N/A,2641,Yes,1,4.9
1400 Harbor Blvd,Weehawken,3,2,1214,4955,Yes,1,2.4
40 Carlyle Ct,Weehawken,1,1,N/A,2550,Yes,1,NA
1400 Avenue at Prt,Weehawken,1,1,800,2641,No,1,3.3
1300 Avenue at Prt,Weehawken,2,2,N/A,3550,No,1,3.3
10 Pershing Rd,Weehawken,1,1,800,2550,Yes,1,4.9
1200 Harbor Blvd,Weehawken,1,1,800,2499,Yes,1,2.4
600 Harbor Blvd,Weehawken,3,2,1275,3550,Yes,1,2.4
50 Pershing Rd,Weehawken,3,2,1400,5150,Yes,1,4.9
1800 Harbor Blvd,Weehawken,3,2,N/A,4670,Yes,1,2.4
1399 Port Imperial Blvd,Weehawken,2,2,N/A,4700,No,1,3.3
1250 Harbor Blvd,Weehawken,1,1,706,2480,No,1,2.4
1410 Port Imperial Blvd,Weehawken,1,1,706,2530,Yes,1,3.3
1000 Harbor Blvd,Weehawken,3,3,N/A,4679,Yes,1,2.4
2 Pershing Rd,Weehawken,3,3,1275,4825,Yes,1,4.9
10 Pershing Rd,Weehawken,3,3,1400,4890,Yes,1,4.9
11 Pershing Rd,Weehawken,2,2,1200,3405,Yes,1,4.9
1500 Harbor Blvd,Weehawken,3,3,1214,4999,No,1,2.4
5 Pershing Rd,Weehawken,1,1,N/A,2655,No,1,4.9
15 Pershing Rd,Weehawken,2,2,1200,3675,No,1,4.9
1500 Harbor Blvd,Weehawken,3,3,N/A,4887,No,1,2.4
6 Pershing Rd,Weehawken,1,1,800,2445,No,1,4.9
4 Pershing Rd,Weehawken,3,3,1214,4765,No,1,4.9
